weather,distance,ride_count,average_fare
rainy,2.14,12,49.19333333333333
rainy,2.15,14,60.00857142857142
rainy,2.16,14,49.53642857142857
rainy,2.17,5,59.928
rainy,2.18,15,66.58866666666667
rainy,2.19,11,33.302727272727275
rainy,2.2,11,50.198181818181816
rainy,2.21,14,70.06214285714286
rainy,2.22,21,62.08666666666665
rainy,2.23,12,35.6675
rainy,2.24,18,48.87166666666668
rainy,2.25,11,56.038181818181826
rainy,2.26,18,51.7727777777778
rainy,2.27,14,56.923571428571435
rainy,2.28,10,49.73
rainy,2.29,21,44.964285714285715
rainy,2.3,17,50.98117647058824
rainy,2.31,14,53.89785714285714
rainy,2.32,11,37.53818181818181
rainy,2.33,8,47.145
rainy,2.34,21,42.80000000000001
rainy,2.35,13,50.9076923076923
rainy,2.36,12,61.89916666666667
rainy,2.37,17,54.18058823529412
rainy,2.38,10,71.397
rainy,2.39,7,52.065714285714286
rainy,2.4,16,58.595
rainy,2.41,10,65.588
rainy,2.42,17,44.90764705882352
rainy,2.43,19,48.312631578947375
rainy,2.44,13,60.58769230769231
rainy,2.45,12,50.79083333333333
rainy,2.46,8,42.665000000000006
rainy,2.47,18,46.89888888888889
rainy,2.48,11,51.06818181818182
rainy,2.49,14,52.417857142857144
rainy,2.5,16,35.979375000000005
rainy,2.51,15,51.09133333333333
rainy,2.52,12,45.810833333333335
rainy,2.53,12,57.17916666666667
rainy,2.54,15,60.66066666666667
rainy,2.55,22,47.18999999999999
rainy,2.56,14,58.717142857142846
rainy,2.57,5,54.40599999999999
rainy,2.58,16,43.69812499999999
rainy,2.59,13,54.42999999999999
rainy,2.6,6,45.32666666666666
rainy,2.61,18,54.617777777777775
rainy,2.62,7,44.51285714285715
rainy,2.63,16,46.3775
rainy,2.64,10,60.813999999999986
rainy,2.65,13,53.676923076923075
rainy,2.66,7,53.58142857142858
rainy,2.67,20,54.73649999999999
rainy,2.68,10,68.361
rainy,2.69,12,49.29833333333334
rainy,2.7,8,72.4975
rainy,2.71,6,40.73500000000001
rainy,2.72,15,52.37133333333334
rainy,2.73,16,47.106874999999995
rainy,2.74,14,50
rainy,2.75,17,57.93882352941176
rainy,2.76,12,61.93166666666667
rainy,2.77,9,37.91777777777778
rainy,2.78,20,55.2315
rainy,2.79,12,50.08083333333334
rainy,2.8,13,58.966923076923074
rainy,2.81,8,43.457499999999996
rainy,2.82,11,57.67909090909091
rainy,2.83,14,48.755
rainy,2.84,12,52.945833333333326
rainy,2.85,10,56.55899999999999
rainy,2.86,8,64.285
rainy,2.87,16,43.838750000000005
rainy,2.88,15,42.02666666666666
rainy,2.89,14,55.38142857142857
rainy,2.9,12,54.04916666666667
rainy,2.91,9,60.73888888888889
rainy,2.92,11,57.36454545454546
rainy,2.93,10,42.183
rainy,2.94,15,55.970666666666666
rainy,2.95,15,43.696
rainy,2.96,21,47.22714285714286
rainy,2.97,12,46.4575
rainy,2.98,16,50.57625000000001
rainy,2.99,12,43.18833333333334
rainy,3,9,40.89777777777777
rainy,3.01,14,40.63642857142857
rainy,3.02,14,54.09285714285714
rainy,3.03,13,53.06846153846155
rainy,3.04,13,51.31384615384615
rainy,3.05,13,44.30461538461538
rainy,3.06,9,52.12888888888889
rainy,3.07,11,55.57
rainy,3.08,20,47.701499999999996
rainy,3.09,15,52.29133333333334
rainy,3.1,8,62.29375000000001
rainy,3.11,13,58.809230769230766
rainy,3.12,6,56.68666666666667
rainy,3.13,5,58.11
rainy,3.14,13,56.03153846153846
rainy,3.15,13,50.173846153846156
rainy,3.16,8,56.177499999999995
rainy,3.17,3,39.57
rainy,3.18,16,53.56625
rainy,3.19,18,41.78888888888889
rainy,3.2,12,50.7425
rainy,3.21,18,63.996666666666655
rainy,3.22,17,56.56823529411765
rainy,3.23,16,45.08375
rainy,3.24,10,53.926
rainy,3.25,13,59.309999999999995
rainy,3.26,5,52.674
rainy,3.27,10,63.472
rainy,3.28,19,50.30736842105263
rainy,3.29,7,52.737142857142864
rainy,3.3,13,61.57769230769232
rainy,3.31,12,60.70416666666665
rainy,3.32,13,52.372307692307686
rainy,3.33,14,52.92857142857143
rainy,3.34,13,51.419230769230765
rainy,3.35,12,54.07583333333333
rainy,3.36,12,58.945
rainy,3.37,8,45.9025
rainy,3.38,12,58.303333333333335
rainy,3.39,9,51.55777777777777
rainy,3.4,9,44.06000000000001
rainy,3.41,19,58.77684210526316
rainy,3.42,14,35.03142857142857
rainy,3.43,11,54.04363636363637
rainy,3.44,15,48.714666666666666
rainy,3.45,17,55.049411764705894
rainy,3.46,10,61.237
rainy,3.47,12,47.39333333333334
rainy,3.48,14,49.95
rainy,3.49,19,53.93421052631579
rainy,3.5,16,47.278125
rainy,3.51,8,66.01625
rainy,3.52,9,67.7377777777778
rainy,3.53,16,58.31125000000001
rainy,3.54,20,63.150999999999975
rainy,3.55,16,53.105
rainy,3.56,19,58.616315789473695
rainy,3.57,12,56.345000000000006
rainy,3.58,8,58.50125
rainy,3.59,10,55.647000000000006
rainy,3.6,11,50.604545454545466
rainy,3.61,17,45.34117647058823
rainy,3.62,14,58.19642857142856
rainy,3.63,13,55.16384615384615
rainy,3.64,13,44.330769230769235
rainy,3.65,11,36.02363636363636
rainy,3.66,8,56.5075
rainy,3.67,11,52.535454545454556
rainy,3.68,18,41.15611111111111
rainy,3.69,21,52.93619047619047
rainy,3.7,15,51.61066666666667
rainy,3.71,14,51.94142857142856
rainy,3.72,15,44.01066666666667
rainy,3.73,13,63.283846153846156
rainy,3.74,14,45.52214285714286
rainy,3.75,8,58.20625
rainy,3.76,13,49.17999999999999
rainy,3.77,14,39.57928571428571
rainy,3.78,13,55.346923076923076
rainy,3.79,10,55.121
rainy,3.8,12,49.324999999999996
rainy,3.81,9,42.138888888888886
rainy,3.82,11,59.85272727272727
rainy,3.83,11,48.25727272727272
rainy,3.84,13,47.331538461538464
rainy,3.85,15,56.45533333333334
rainy,3.86,15,57.63199999999999
rainy,3.87,11,42.298181818181824
rainy,3.88,8,49.973749999999995
rainy,3.89,14,57.41214285714286
rainy,3.9,12,64.04416666666667
rainy,3.91,11,54.87
rainy,3.92,12,40.40416666666667
rainy,3.93,18,48.63555555555556
rainy,3.94,10,37.650999999999996
rainy,3.95,16,51.08874999999999
rainy,3.96,6,29.938333333333333
rainy,3.97,16,53.516250000000014
rainy,3.98,17,54.938235294117646
rainy,3.99,16,50.95812500000001
rainy,4,11,60.183636363636374
rainy,4.01,10,43.748000000000005
rainy,4.02,11,45.300909090909094
rainy,4.03,7,37.16142857142857
rainy,4.04,12,49.567499999999995
rainy,4.05,16,42.23499999999999
rainy,4.06,11,45.18454545454545
rainy,4.07,19,49.31526315789474
rainy,4.08,12,45.94416666666667
rainy,4.09,15,50.314
rainy,4.1,16,56.129374999999996
rainy,4.11,13,59.99692307692307
rainy,4.12,29,53.96965517241379
rainy,4.13,13,61.49307692307692
rainy,4.14,13,42.41076923076923
rainy,4.15,17,55.70764705882352
rainy,4.16,18,54.57666666666667
rainy,4.17,16,54.004999999999995
rainy,4.18,19,44.564210526315776
rainy,4.19,7,56.75428571428571
rainy,4.2,11,43.96
rainy,4.21,14,62.37071428571428
rainy,4.22,17,61.47117647058823
rainy,4.23,13,56.10000000000001
rainy,4.24,15,55.07266666666667
rainy,4.25,17,47.3735294117647
rainy,4.26,17,53.523529411764706
rainy,4.27,9,39.44
rainy,4.28,9,41.96333333333334
rainy,4.29,13,61.255384615384614
rainy,4.3,9,35.68333333333333
rainy,4.31,11,65.75636363636364
rainy,4.32,8,66.89
rainy,4.33,7,48.65428571428571
rainy,4.34,22,54.11454545454544
rainy,4.35,9,51.101111111111116
rainy,4.36,14,54.98
rainy,4.37,10,49.499
rainy,4.38,10,47.556
rainy,4.39,13,50.45307692307692
rainy,4.4,16,41.769375000000004
rainy,4.41,14,59.985
rainy,4.42,7,62.36285714285714
rainy,4.43,11,52.526363636363634
rainy,4.44,11,53.197272727272725
rainy,4.45,18,37.41444444444444
rainy,4.46,10,53.00999999999999
rainy,4.47,13,43.2
rainy,4.48,12,56.19166666666666
rainy,4.49,19,51.584736842105265
rainy,4.5,13,55.79538461538462
rainy,4.51,15,48.18733333333332
rainy,4.52,11,60.52
rainy,4.53,8,44.326249999999995
rainy,4.54,19,58.93263157894736
rainy,4.55,13,44.50076923076924
rainy,4.56,16,54.651875
rainy,4.57,17,42.65
rainy,4.58,13,53.94846153846155
rainy,4.59,16,65.77125
rainy,4.6,12,57.887499999999996
rainy,4.61,13,46.20923076923077
rainy,4.62,12,48.81166666666666
rainy,4.63,13,53.99
rainy,4.64,19,42.91
rainy,4.65,8,46.78125
rainy,4.66,16,50.934999999999995
rainy,4.67,15,62.21333333333334
rainy,4.68,17,47.902352941176474
rainy,4.69,13,58.29692307692308
rainy,4.7,18,61.24166666666666
rainy,4.71,19,60.13105263157894
rainy,4.72,15,51.30666666666668
rainy,4.73,10,55.267999999999994
rainy,4.74,13,45.49769230769231
rainy,4.75,10,43.62599999999999
rainy,4.76,15,69.40533333333333
rainy,4.77,19,64.3342105263158
rainy,4.78,17,53.03235294117647
rainy,4.79,15,57.56666666666668
rainy,4.8,19,57.15842105263158
rainy,4.81,9,42.426666666666655
rainy,4.82,11,57.06000000000001
rainy,4.83,13,61.23076923076924
rainy,4.84,11,53.054545454545455
rainy,4.85,9,42.31555555555556
rainy,4.86,11,59.449999999999996
rainy,4.87,18,53.12833333333334
rainy,4.88,12,43.67333333333334
rainy,4.89,9,63.24222222222223
rainy,4.9,15,46.61866666666666
rainy,4.91,10,46.827
rainy,4.92,16,41.958125
rainy,4.93,11,53.13999999999999
rainy,4.94,16,65.423125
rainy,4.95,12,54.39833333333333
rainy,4.96,14,54.605000000000004
rainy,4.97,18,59.458888888888886
rainy,4.98,8,58.894999999999996
rainy,4.99,17,37.561764705882354
rainy,5,14,67.86142857142858
rainy,5.01,10,52.653999999999996
rainy,5.02,11,65.72090909090909
rainy,5.03,20,45.580000000000005
rainy,5.04,20,50.1345
rainy,5.05,19,55.304736842105264
rainy,5.06,14,61.665
rainy,5.07,11,47.3890909090909
rainy,5.08,11,69.52181818181818
rainy,5.09,13,57.04153846153846
rainy,5.1,12,65.7
rainy,5.11,9,61.388888888888886
rainy,5.12,22,52.28045454545454
rainy,5.13,9,59.857777777777784
rainy,5.14,9,63.68222222222222
rainy,5.15,15,56.38666666666668
rainy,5.16,13,60.86307692307692
rainy,5.17,9,43.10888888888889
rainy,5.18,9,57.66
rainy,5.19,12,67.86000000000001
rainy,5.2,13,52.79384615384616
rainy,5.21,12,42.3275
rainy,5.22,14,56.58928571428571
rainy,5.23,19,46.55105263157894
rainy,5.24,8,36.9225
rainy,5.25,16,44.184999999999995
rainy,5.26,14,55.862142857142864
rainy,5.27,17,62.03764705882354
rainy,5.28,10,52.23100000000001
rainy,5.29,17,45.32235294117647
rainy,5.3,12,41.52666666666668
rainy,5.31,19,47.48052631578948
rainy,5.32,16,64.10000000000001
rainy,5.33,9,52.04666666666666
rainy,5.34,15,59.53066666666667
rainy,5.35,17,39.18882352941176
rainy,5.36,18,37.80833333333334
rainy,5.37,10,55.408
rainy,5.38,18,51.59055555555555
rainy,5.39,19,57.63105263157896
rainy,5.4,16,55.050625000000004
rainy,5.41,12,46.83166666666667
rainy,5.42,11,38.41909090909091
rainy,5.43,12,42.61583333333334
rainy,5.44,11,47.372727272727275
rainy,5.45,21,49.49380952380953
rainy,5.46,12,47.26500000000001
rainy,5.47,12,48.98749999999999
rainy,5.48,18,62.45111111111112
rainy,5.49,10,52.25300000000001
rainy,5.5,11,54.651818181818186
rainy,5.51,16,51.05749999999999
rainy,5.52,15,52.65599999999999
rainy,5.53,14,49.27357142857144
rainy,5.54,15,36.43866666666668
rainy,5.55,11,55.9
rainy,5.56,16,51.90999999999999
rainy,5.57,14,54.64714285714286
rainy,5.58,13,46.84384615384616
rainy,5.59,16,53.568749999999994
rainy,5.6,12,35.68
rainy,5.61,10,50.934999999999995
rainy,5.62,10,47.349
rainy,5.63,8,41.31125
rainy,5.64,20,56.54600000000001
rainy,5.65,9,42.47555555555555
rainy,5.66,5,71.292
rainy,5.67,18,59.02722222222222
rainy,5.68,18,47.99333333333333
rainy,5.69,15,46.03399999999999
rainy,5.7,17,65.26882352941176
rainy,5.71,17,43.563529411764705
rainy,5.72,8,50.566250000000004
rainy,5.73,13,59.69538461538461
rainy,5.74,21,65.38666666666667
rainy,5.75,13,51.45923076923078
rainy,5.76,14,50.654999999999994
rainy,5.77,5,49.976
rainy,5.78,12,56.86666666666667
rainy,5.79,14,43.74857142857143
rainy,5.8,12,60.685
rainy,5.81,8,60.39375
rainy,5.82,23,63.19217391304348
rainy,5.83,15,66.43933333333332
rainy,5.84,17,41.836470588235294
rainy,5.85,9,54.05222222222222
rainy,5.86,7,40.15571428571428
rainy,5.87,21,51.19380952380952
rainy,5.88,13,52.040769230769236
rainy,5.89,12,39.84583333333334
rainy,5.9,12,57.373333333333335
rainy,5.91,13,55.07923076923077
rainy,5.92,9,48.48666666666666
rainy,5.93,13,51.55153846153845
rainy,5.94,7,43.69
rainy,5.95,13,57.766153846153834
rainy,5.96,9,44.29222222222222
rainy,5.97,19,54.52947368421052
rainy,5.98,16,43.118125
rainy,5.99,11,57.01
rainy,6,17,59.24058823529411
rainy,6.01,11,63.72818181818182
rainy,6.02,15,62.73133333333333
rainy,6.03,15,45.412000000000006
rainy,6.04,11,47.41727272727272
rainy,6.05,13,53.275384615384624
rainy,6.06,8,65.25875
rainy,6.07,12,51.93416666666666
rainy,6.08,15,55.55533333333333
rainy,6.09,11,67.19454545454545
rainy,6.1,9,46.58666666666667
rainy,6.11,12,44.96333333333333
rainy,6.12,11,54.07454545454546
rainy,6.13,5,51.952
rainy,6.14,15,54.134666666666675
rainy,6.15,12,34.93666666666667
rainy,6.16,9,41.06777777777777
rainy,6.17,8,55.77125
rainy,6.18,9,59.306666666666665
rainy,6.19,14,49.207142857142856
rainy,6.2,15,56.38066666666667
rainy,6.21,7,71.10000000000001
rainy,6.22,6,58.593333333333334
rainy,6.23,15,54.17133333333332
rainy,6.24,13,44.127692307692314
rainy,6.25,15,50.06133333333334
rainy,6.26,13,58.135384615384616
rainy,6.27,9,50.65555555555555
rainy,6.28,14,50.957857142857144
rainy,6.29,14,54.80214285714287
rainy,6.3,12,44.62916666666667
rainy,6.31,17,52.44764705882353
rainy,6.32,16,45.138124999999995
rainy,6.33,13,39.80538461538462
rainy,6.34,13,46.633076923076935
rainy,6.35,11,55.13818181818181
rainy,6.36,6,62.94166666666667
rainy,6.37,11,64.07545454545453
rainy,6.38,16,46.67875
rainy,6.39,13,36.668461538461536
rainy,6.4,19,43.29473684210527
rainy,6.41,12,59.14000000000001
rainy,6.42,9,60.84888888888889
rainy,6.43,16,66.31625
rainy,6.44,10,51.407999999999994
rainy,6.45,12,48.14666666666667
rainy,6.46,13,48.39999999999999
rainy,6.47,16,52.70562500000001
rainy,6.48,16,49.457499999999996
rainy,6.49,12,41.24666666666666
rainy,6.5,13,47.92307692307692
rainy,6.51,12,48.22833333333333
rainy,6.52,18,55.24444444444443
rainy,6.53,13,53.54615384615385
rainy,6.54,17,54.569411764705876
rainy,6.55,7,53.41142857142857
rainy,6.56,14,48.76
rainy,6.57,23,59.116956521739134
rainy,6.58,16,62.8125
rainy,6.59,15,55.122
rainy,6.6,16,56.996875
rainy,6.61,10,52.898
rainy,6.62,12,56.193333333333335
rainy,6.63,17,48.347058823529416
rainy,6.64,12,56.74583333333334
rainy,6.65,15,45.274
rainy,6.66,13,48.7823076923077
rainy,6.67,12,55.9375
rainy,6.68,17,45.25411764705881
rainy,6.69,15,42.32333333333333
rainy,6.7,9,46.1
rainy,6.71,10,62.117
rainy,6.72,10,49.95799999999999
rainy,6.73,12,72.75416666666668
rainy,6.74,20,53.7475
rainy,6.75,15,51.798
rainy,6.76,6,48.84833333333333
rainy,6.77,12,50.759166666666665
rainy,6.78,7,49.425714285714285
rainy,6.79,9,51.89
rainy,6.8,13,63.10307692307692
rainy,6.81,12,52.720833333333324
rainy,6.82,15,63.52733333333334
rainy,6.83,11,51.99363636363636
rainy,6.84,7,51.68142857142857
rainy,6.85,12,55.240833333333335
rainy,6.86,12,54.37499999999999
rainy,6.87,8,43.23125
rainy,6.88,15,55.78333333333333
rainy,6.89,14,53.84571428571429
rainy,6.9,10,32.208999999999996
rainy,6.91,18,63.083888888888886
rainy,6.92,17,52.98941176470587
rainy,6.93,13,47.998461538461534
rainy,6.94,9,56.37777777777777
rainy,6.95,12,37.995
rainy,6.96,11,42.68090909090909
rainy,6.97,10,71.693
rainy,6.98,16,56.93874999999999
rainy,6.99,14,64.51142857142857
rainy,7,16,44.403125
rainy,7.01,15,52.070666666666675
rainy,7.02,16,46.399375
rainy,7.03,12,62.91166666666667
rainy,7.04,15,43.01466666666667
rainy,7.05,10,49.123
rainy,7.06,13,58.02230769230769
rainy,7.07,13,46.79384615384616
rainy,7.08,14,59.26714285714286
rainy,7.09,16,58.02875
rainy,7.1,14,51.27499999999999
rainy,7.11,20,54.72299999999999
rainy,7.12,11,43.124545454545455
rainy,7.13,14,52.817857142857136
rainy,7.14,11,54.116363636363644
rainy,7.15,10,65.727
rainy,7.16,11,63.57636363636364
rainy,7.17,14,60.60357142857142
rainy,7.18,17,39.05058823529413
rainy,7.19,13,38.136153846153846
rainy,7.2,11,48.797272727272734
rainy,7.21,11,62.7109090909091
rainy,7.22,17,56.849411764705884
rainy,7.23,16,55.13187500000001
rainy,7.24,11,48.26181818181818
rainy,7.25,11,51.08909090909091
rainy,7.26,10,69.577
rainy,7.27,12,56.1475
rainy,7.28,16,62.29
rainy,7.29,16,56.074375
rainy,7.3,14,53.222857142857144
rainy,7.31,11,55.12636363636363
rainy,7.32,18,47.54333333333332
rainy,7.33,16,46.45062499999999
rainy,7.34,16,55.61125
rainy,7.35,15,54.818
rainy,7.36,5,39.858
rainy,7.37,13,51.32692307692308
rainy,7.38,18,47.60888888888889
rainy,7.39,14,54.79428571428572
rainy,7.4,17,53.642352941176476
rainy,7.41,13,43.49923076923077
rainy,7.42,10,58.552
rainy,7.43,9,47.30222222222223
rainy,7.44,11,43.72181818181818
rainy,7.45,13,52.49076923076924
rainy,7.46,18,42.64166666666667
rainy,7.47,15,51.696666666666665
rainy,7.48,13,46.33153846153846
rainy,7.49,11,69.96545454545455
rainy,7.5,13,53.74615384615384
rainy,7.51,20,59.86749999999999
rainy,7.52,18,59.31944444444443
rainy,7.53,12,64.64916666666667
rainy,7.54,15,62.51133333333335
rainy,7.55,13,62.22384615384616
rainy,7.56,11,68.39818181818183
rainy,7.57,20,52.374
rainy,7.58,9,63.93333333333333
rainy,7.59,14,48.53071428571429
rainy,7.6,14,53.47785714285715
rainy,7.61,13,45.41692307692308
rainy,7.62,11,48.13727272727272
rainy,7.63,15,52.10466666666667
rainy,7.64,12,53.36500000000001
rainy,7.65,15,52.88533333333333
rainy,7.66,12,55.308333333333344
rainy,7.67,10,61.626999999999995
rainy,7.68,13,56.49384615384616
rainy,7.69,16,64.1675
rainy,7.7,9,51.186666666666675
rainy,7.71,15,50.08466666666667
rainy,7.72,9,40.91777777777778
rainy,7.73,14,64.52928571428572
rainy,7.74,16,58.04749999999999
rainy,7.75,16,61.66999999999999
rainy,7.76,23,53.333478260869576
rainy,7.77,18,43.6838888888889
rainy,7.78,14,56.42428571428571
rainy,7.79,17,55.57235294117648
rainy,7.8,10,51.083
rainy,7.81,15,48.54733333333334
rainy,7.82,14,59.79428571428572
rainy,7.83,10,62.28799999999999
rainy,7.84,12,45.737500000000004
rainy,7.85,15,54.00133333333334
rainy,7.86,12,59.62499999999999
rainy,7.87,15,50.45866666666667
rainy,7.88,13,52.926923076923075
rainy,7.89,12,58.762499999999996
rainy,7.9,12,46.9175
rainy,7.91,6,55.79666666666666
rainy,7.92,13,55.48076923076923
rainy,7.93,17,53.989411764705885
rainy,7.94,7,56.14714285714285
rainy,7.95,15,61.72666666666667
rainy,7.96,19,46.80736842105264
rainy,7.97,13,59.432307692307695
rainy,7.98,13,53.308461538461536
rainy,7.99,19,63.231052631578955
rainy,8,16,49.79375
rainy,8.01,11,54.65909090909091
rainy,8.02,9,40.208888888888886
rainy,8.03,17,48.75058823529412
rainy,8.04,13,48.51846153846154
rainy,8.05,8,40.95125
rainy,8.06,14,53.035714285714285
rainy,8.07,16,64.5275
rainy,8.08,15,61.70666666666667
rainy,8.09,13,52.27076923076923
rainy,8.1,15,50.81266666666666
rainy,8.11,16,57.105
rainy,8.12,19,47.96789473684211
rainy,8.13,9,62.52111111111112
rainy,8.14,16,62.711875
rainy,8.15,7,76.44142857142857
rainy,8.16,15,40.010666666666665
rainy,8.17,4,84.02000000000001
rainy,8.18,17,54.949411764705886
rainy,8.19,11,58.440000000000005
rainy,8.2,14,44.16285714285714
rainy,8.21,17,61.25470588235294
rainy,8.22,12,59.654999999999994
rainy,8.23,7,48.75714285714286
rainy,8.24,12,53.285
rainy,8.25,12,41.44916666666666
rainy,8.26,19,44.97421052631579
rainy,8.27,14,59.365
rainy,8.28,18,58.94222222222223
rainy,8.29,7,51.192857142857136
rainy,8.3,13,48.48846153846154
rainy,8.31,13,53.550769230769234
rainy,8.32,6,53.46333333333333
rainy,8.33,17,59.47647058823528
rainy,8.34,10,40.625
rainy,8.35,5,36.754000000000005
rainy,8.36,10,43.572
rainy,8.37,15,47.74733333333334
rainy,8.38,13,64.42076923076922
rainy,8.39,10,58.052
rainy,8.4,10,31.607
rainy,8.41,11,55.47636363636365
rainy,8.42,8,46.89875000000001
rainy,8.43,7,65.66
rainy,8.44,13,48.07692307692308
rainy,8.45,4,61.790000000000006
rainy,8.46,9,41.00222222222222
rainy,8.47,11,54.49
rainy,8.48,9,53.33444444444444
rainy,8.49,19,42.52684210526316
rainy,8.5,16,63.61125
rainy,8.51,17,59.68529411764706
rainy,8.52,33,48.03151515151516
rainy,8.53,14,59.09999999999999
rainy,8.54,14,49.19
rainy,8.55,15,56.56600000000001
rainy,8.56,13,44.27384615384615
rainy,8.57,6,48.251666666666665
rainy,8.58,13,60.12769230769231
rainy,8.59,7,55.19428571428572
rainy,8.6,15,45.29933333333334
rainy,8.61,7,53.14714285714285
rainy,8.62,11,50.934545454545464
rainy,8.63,17,50.871764705882356
rainy,8.64,20,53.9145
rainy,8.65,12,51.8025
rainy,8.66,15,43.595333333333336
rainy,8.67,19,51.5978947368421
rainy,8.68,17,54.92941176470588
rainy,8.69,14,47.77357142857142
rainy,8.7,10,56.623000000000005
rainy,8.71,10,45.723
rainy,8.72,13,38.58769230769231
rainy,8.73,15,59.63466666666667
rainy,8.74,12,47.445833333333326
rainy,8.75,24,55.88958333333333
rainy,8.76,8,40.1975
rainy,8.77,12,53.544166666666676
rainy,8.78,21,45.46571428571429
rainy,8.79,8,38.76625
rainy,8.8,15,66.81333333333333
rainy,8.81,12,60.03416666666667
rainy,8.82,8,43.2975
rainy,8.83,13,57.21846153846153
rainy,8.84,13,48.36538461538461
rainy,8.85,9,73.68222222222222
rainy,8.86,16,49.784375000000004
rainy,8.87,7,56.75428571428572
rainy,8.88,14,47.87642857142857
rainy,8.89,9,51.516666666666666
rainy,8.9,12,59.73083333333333
rainy,8.91,15,54.43266666666667
rainy,8.92,14,48.62785714285714
rainy,8.93,17,50.42529411764706
rainy,8.94,17,55.93588235294118
rainy,8.95,10,35.38100000000001
rainy,8.96,12,48.875
rainy,8.97,7,48.53714285714286
rainy,8.98,15,53.43999999999999
rainy,8.99,16,47.88374999999999
rainy,9,11,54.097272727272724
rainy,9.01,10,63.61800000000001
rainy,9.02,12,55.091666666666676
rainy,9.03,10,47.275
rainy,9.04,7,55.63999999999999
rainy,9.05,13,46.76461538461539
